# TITLE: Expression data from non-small cell lung carcinoma (NSCLC)
# SUMMARY: The analytical validation of a 15 gene prognostic signature for early-stage, completely resected, non-small-cell lung carcinoma that distinguishes between patients with good and poor prognoses.
GPL570_Group,GPL570_Accession,GPL570_Title,GPL570_Source name,GPL570_Study,GPL570_Tissue,GPL570_Agent,GPL570_Risk,GPL570_Specimen,GPL570_Lab,GPL570_Specimen treatment,GPL570_Patient
-,GSM1540314,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540315,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540316,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540317,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540318,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540319,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540320,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540321,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540322,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540323,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540324,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540325,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540326,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540327,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540328,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540329,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540330,PRECISION STUDY::Patient 1 in 1st sub-study;Low Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 1 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540331,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540332,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540333,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540334,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540335,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540336,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540337,PRECISION STUDY::Patient 2 in 1st sub-study;Low Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 2 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540338,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 1;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540339,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 1;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540340,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 2;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540341,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 2;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540342,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 3;Day 1;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540343,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 3;Day 2;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540344,PRECISION STUDY::Patient 3 in 1st sub-study;Low Risk;Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient 3 in 1st sub-study (Operator 3;Day 3;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540345,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.1)
-,GSM1540346,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.2)
-,GSM1540347,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.3)
-,GSM1540348,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.2)
-,GSM1540349,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.3)
-,GSM1540350,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.1)
-,GSM1540351,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540352,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540353,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540354,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.2)
-,GSM1540355,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.1)
-,GSM1540356,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.3)
-,GSM1540357,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.3)
-,GSM1540358,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.1)
-,GSM1540359,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.2)
-,GSM1540360,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.3)
-,GSM1540361,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.2)
-,GSM1540362,PRECISION STUDY::Patient in 2nd sub-study;High Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,high,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.1)
-,GSM1540363,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.3)
-,GSM1540364,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.1)
-,GSM1540365,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1209110-D;Rep.2)
-,GSM1540366,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.1)
-,GSM1540367,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.3)
-,GSM1540368,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-A;Rep.2)
-,GSM1540369,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.2)
-,GSM1540370,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.1)
-,GSM1540371,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-A;Encore lot1211102-B;Rep.3)
-,GSM1540372,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.2)
-,GSM1540373,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.1)
-,GSM1540374,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1209110-D;Rep.3)
-,GSM1540375,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.3,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.3)
-,GSM1540376,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.1)
-,GSM1540377,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-A;Rep.2)
-,GSM1540378,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.1,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.1)
-,GSM1540379,PRECISION STUDY::Patient in 2nd sub-study;Low Risk;Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.2,Lung,PRECISION STUDY,non-small-cell lung carcinoma,,low,,,,Patient in 2nd sub-study (Operator 2;Day 4;NuGen lot 1211216-D;Encore lot1211102-B;Rep.2)
